timestamp;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN
04.01.1999;0.8482483670000001;0.603189414;1.37144796;1.1789;0.7111;1.6168;1.6578540290000001;1.4062719730000002;2.273660526;0.729156358;0.61850569;0.43981939600000003;3.453388752;4.0712;5.725214457000001;2.518060366
05.01.1999;0.8481764209999999;0.604071247;1.3675148430000001;1.179;0.7122;1.6123;1.655433867;1.4040999719999998;2.263830385;0.7312534890000001;0.620231967;0.441729207;3.413486005;4.0245;5.650800337000001;2.49612355
06.01.1999;0.8515711490000001;0.602571745;1.3723920630000002;1.1743;0.7076;1.6116;1.65955342;1.413227812;2.277557942;0.7286547529999999;0.620501365;0.439066766;3.411819808;4.0065;5.66209723;2.486038719
07.01.1999;0.859697387;0.6068174;1.389700825;1.1632;0.70585;1.6165;1.6479421969999999;1.4167316;2.290146632;0.719579338;0.618620476;0.43665326299999996;3.4529745530000002;4.0165;5.690302472000001;2.484689143
08.01.1999;0.857706493;0.608456986;1.3841667380000002;1.1659;0.7094;1.6138;1.643501551;1.409641951;2.27488018;0.7224563140000001;0.619655472;0.439583592;3.4619607169999997;4.0363;5.689737807;2.50111538
09.01.1999;0.857706493;0.608456986;1.3841667380000002;1.1659;0.7094;1.6138;1.643501551;1.409641951;2.27488018;0.7224563140000001;0.619655472;0.439583592;3.4619607169999997;4.0363;5.689737807;2.50111538
10.01.1999;0.857706493;0.608456986;1.3841667380000002;1.1659;0.7094;1.6138;1.643501551;1.409641951;2.27488018;0.7224563140000001;0.619655472;0.439583592;3.4619607169999997;4.0363;5.689737807;2.50111538
11.01.1999;0.864378944;0.608868528;1.391995851;1.1569;0.7044;1.6104;1.6423906869999998;1.419647927;2.2862010219999997;0.7183929459999999;0.620963736;0.437406855;3.4851759010000003;4.032;5.724020443;2.503725782
12.01.1999;0.868055556;0.613368056;1.395138889;1.1520000000000001;0.7066;1.6072;1.630342485;1.415227852;2.274554203;0.716774515;0.6222001;0.43964659;3.5008680560000003;4.033;5.7076139260000005;2.509333002
13.01.1999;0.8514986379999999;0.603201635;1.35652248;1.1744;0.7084;1.5931;1.65782044;1.411631846;2.248870695;0.737179085;0.627706986;0.444667629;3.5791042230000003;4.2033;5.93351214;2.638440776
14.01.1999;0.858148116;0.6060241999999999;1.3673732090000001;1.1653;0.7062;1.5934;1.6500991219999999;1.4160294530000002;2.256301331;0.731329233;0.627588804;0.443203213;3.547155239;4.1335;5.853157746;2.594138321
15.01.1999;0.8601410629999999;0.605453294;1.374849475;1.1626;0.7039;1.5984;1.651655065;1.420656343;2.270777099;0.727352352;0.625625626;0.44037787799999994;3.612592465;4.2;5.966756642000001;2.627627628
16.01.1999;0.8601410629999999;0.605453294;1.374849475;1.1626;0.7039;1.5984;1.651655065;1.420656343;2.270777099;0.727352352;0.625625626;0.44037787799999994;3.612592465;4.2;5.966756642000001;2.627627628
17.01.1999;0.8601410629999999;0.605453294;1.374849475;1.1626;0.7039;1.5984;1.651655065;1.420656343;2.270777099;0.727352352;0.625625626;0.44037787799999994;3.612592465;4.2;5.966756642000001;2.627627628
